"Date","Rainfall"
"2011-01-01",0
"2011-01-02",0
"2011-01-03",0
"2011-01-04",0
"2011-01-05",0
"2011-01-06",0
"2011-01-07",0
"2011-01-08",0
"2011-01-09",0
"2011-01-10",0
"2011-01-11",0
"2011-01-12",0
"2011-01-13",0
"2011-01-14",0
"2011-01-15",9.48915481567383
"2011-01-16",0
"2011-01-17",5.80804300308228
"2011-01-18",0
"2011-01-19",0
"2011-01-20",0
"2011-01-21",0
"2011-01-22",0
"2011-01-23",0
"2011-01-24",0
"2011-01-25",4.43735361099243
"2011-01-26",8.09807586669922
"2011-01-27",0
"2011-01-28",0
"2011-01-29",0
"2011-01-30",0
"2011-01-31",0
"2011-02-01",0
"2011-02-02",0
"2011-02-03",0
"2011-02-04",0
"2011-02-05",0
"2011-02-06",6.48945426940918
"2011-02-07",0
"2011-02-08",0
"2011-02-09",0
"2011-02-10",0
"2011-02-11",0
"2011-02-12",0
"2011-02-13",0
"2011-02-14",0
"2011-02-15",35.0446128845215
"2011-02-16",25.0490741729736
"2011-02-17",0
"2011-02-18",0
"2011-02-19",0
"2011-02-20",0
"2011-02-21",0
"2011-02-22",0
"2011-02-23",0
"2011-02-24",0
"2011-02-25",25.795036315918
"2011-02-26",0
"2011-02-27",0
"2011-02-28",0
"2011-03-01",12.8030786514282
"2011-03-02",0
"2011-03-03",6.40153932571411
"2011-03-04",0
"2011-03-05",0
"2011-03-06",0
"2011-03-07",0
"2011-03-08",0
"2011-03-09",0
"2011-03-10",0
"2011-03-11",0
"2011-03-12",0
"2011-03-13",0
"2011-03-14",0
"2011-03-15",0
"2011-03-16",0
"2011-03-17",0
"2011-03-18",0
"2011-03-19",9.06170749664307
"2011-03-20",0
"2011-03-21",0
"2011-03-22",0
"2011-03-23",0
"2011-03-24",0
"2011-03-25",0
"2011-03-26",0
"2011-03-27",0
"2011-03-28",0
"2011-03-29",0
"2011-03-30",0
"2011-03-31",0
"2011-04-01",0
"2011-04-02",0
"2011-04-03",0
"2011-04-04",0
"2011-04-05",0
"2011-04-06",0
"2011-04-07",0
"2011-04-08",0
"2011-04-09",0
"2011-04-10",0
"2011-04-11",0
"2011-04-12",0
"2011-04-13",0
"2011-04-14",0
"2011-04-15",0
"2011-04-16",0
"2011-04-17",31.5637187957764
"2011-04-18",7.89092969894409
"2011-04-19",0
"2011-04-20",0
"2011-04-21",0
"2011-04-22",0
"2011-04-23",0
"2011-04-24",0
"2011-04-25",0
